1615425741758,819436827,3427
1615425747758,376080939,9640
1615425771763,740667785,8393
1615425792769,199037475,7429
1615425804771,29825904,5987
1615425822774,648813565,12029
1615425825774,325891703,27253
1615425828775,313023823,14970
1615425831775,614763723,34178
1615425837776,199792603,3793
1615425843777,438665303,60428
1615425852779,394168988,7962
1615425855780,746392031,78467
1615425858780,458000076,12604
1615425867783,636018704,104649
1615425885786,825807207,5337
1615425888786,-688680454,198036
1615425903789,695140466,3291
1615425909789,665635871,9560
1615425939795,388150882,6377
1615425942804,992723684,12342
1615425945805,37273960,15549
1615425951806,868529426,3982
1615425963808,529544049,6997
1615425969809,200219119,21985
1615425975811,837159887,20914
1615425984812,612413512,7570
1615425987813,402446528,10571
1615425990813,501182112,43226
1615425996814,61703622,49227
1615425999815,630342727,52228
1615426002815,961096627,55228
1615426032820,695592625,85442
1615426083829,835519577,3845
1615426098887,657826138,8561
1615426101887,830925089,11791
1615426107888,397982027,5724
1615426119890,335230003,29794
1615426122890,950004381,32794
1615426134892,513980714,6490
1615426137893,295659468,47797
1615426146895,541809872,57061
1615426149897,784104039,70132
1615426152898,570356321,37326
1615426164899,915989776,7305
1615426185903,479843329,13218
1615426194906,99396219,314342
1615426197906,921899259,127843
