1615385111223,-742061195,494195
1615385111223,-976122467,494195
1615385111223,-936686181,494194
1615385111223,-779569175,494194
1615385111223,-237070265,494194
1615385111223,-420061249,494194
1615385111223,-228046167,494194
1615385111223,-528560122,494188
1615385111223,-997626585,494189
1615385111223,-96604759,494188
1615385111223,-795323719,494188
1615385111223,-465938995,494187
1615385114224,-829129203,494194
1615385114224,-53065800,494195
1615385114224,-916108088,494194
1615385114224,-198885247,494189
1615385114224,-289404118,494188
1615385114224,-376924530,494187
1615385117224,-695005530,494195
1615385117224,-342918897,494193
1615385117224,-521708598,494188
1615385120224,-360129810,494194
1615385120224,-498640938,494187
1615385123224,-476276796,494188
