Time,Core,IPC,LLC Misses,LLC[KB],MBL[MB/s],MBR[MB/s]
2020-12-23 10:19:36,"0-9,40-49",0.28,5718,240.0,0.0,0.0
2020-12-23 10:19:36,"10-19,50-59",2.12,63976,4520.0,0.0,0.0
2020-12-23 10:19:36,"20-29,60-69",1.17,22630,760.0,0.0,0.0
2020-12-23 10:19:36,"30-39,70-79",0.62,12349,240.0,0.0,0.0
2020-12-23 10:19:37,"0-9,40-49",0.67,3082047,24560.0,225.2,121.8
2020-12-23 10:19:37,"10-19,50-59",1.30,5224216,25160.0,660.2,231.1
2020-12-23 10:19:37,"20-29,60-69",1.32,3687411,25160.0,458.8,106.7
2020-12-23 10:19:37,"30-39,70-79",1.18,6585693,24520.0,643.4,192.9
2020-12-23 10:19:38,"0-9,40-49",0.81,5109989,24920.0,421.0,192.0
2020-12-23 10:19:38,"10-19,50-59",1.24,7240439,25440.0,844.8,306.2
2020-12-23 10:19:38,"20-29,60-69",1.28,5996757,25400.0,716.6,163.4
2020-12-23 10:19:38,"30-39,70-79",1.11,7324802,25000.0,674.4,178.7
2020-12-23 10:19:39,"0-9,40-49",0.71,1822393,24800.0,127.9,47.4
2020-12-23 10:19:39,"10-19,50-59",1.32,4539047,25440.0,589.5,179.4
2020-12-23 10:19:39,"20-29,60-69",1.39,4005513,25320.0,563.6,95.4
2020-12-23 10:19:39,"30-39,70-79",1.17,6836007,25280.0,718.2,140.4
2020-12-23 10:19:40,"0-9,40-49",0.74,2375878,24560.0,176.2,95.0
2020-12-23 10:19:40,"10-19,50-59",1.29,3225827,25240.0,387.9,156.6
2020-12-23 10:19:40,"20-29,60-69",1.30,4715918,25400.0,613.6,96.0
2020-12-23 10:19:40,"30-39,70-79",1.24,6502389,25360.0,748.3,127.1
2020-12-23 10:19:41,"0-9,40-49",0.78,3232925,24520.0,252.1,104.4
2020-12-23 10:19:41,"10-19,50-59",1.30,4824823,25200.0,585.9,198.9
2020-12-23 10:19:41,"20-29,60-69",1.27,5790582,25360.0,669.3,176.4
2020-12-23 10:19:41,"30-39,70-79",1.15,7883340,25280.0,779.6,220.8
2020-12-23 10:19:42,"0-9,40-49",0.81,3999369,25240.0,338.6,185.9
2020-12-23 10:19:42,"10-19,50-59",1.24,4500510,25240.0,515.0,188.3
2020-12-23 10:19:42,"20-29,60-69",1.32,4653704,25360.0,616.5,112.9
2020-12-23 10:19:42,"30-39,70-79",1.13,5980764,25240.0,640.6,118.2
2020-12-23 10:19:43,"0-9,40-49",0.71,2312956,24880.0,181.2,77.1
2020-12-23 10:19:43,"10-19,50-59",1.30,5069211,25480.0,651.1,156.9
2020-12-23 10:19:43,"20-29,60-69",1.31,3877256,25120.0,475.8,96.4
2020-12-23 10:19:43,"30-39,70-79",1.20,8183338,25320.0,956.7,165.7
2020-12-23 10:19:44,"0-9,40-49",1.07,4273976,23960.0,256.5,176.4
2020-12-23 10:19:44,"10-19,50-59",1.25,5206852,25440.0,588.9,188.6
2020-12-23 10:19:44,"20-29,60-69",1.23,6546351,25400.0,663.6,239.5
2020-12-23 10:19:44,"30-39,70-79",1.11,8679429,25400.0,884.3,203.9
2020-12-23 10:19:45,"0-9,40-49",0.67,1904074,24680.0,95.7,56.4
2020-12-23 10:19:45,"10-19,50-59",1.37,4732997,25440.0,583.6,170.4
2020-12-23 10:19:45,"20-29,60-69",1.44,4770233,25400.0,579.7,149.8
2020-12-23 10:19:45,"30-39,70-79",1.16,7133310,25400.0,720.8,151.2
2020-12-23 10:19:46,"0-9,40-49",0.82,3267941,24800.0,237.9,146.8
2020-12-23 10:19:46,"10-19,50-59",1.27,5887571,25400.0,693.4,230.0
2020-12-23 10:19:46,"20-29,60-69",1.31,6427828,25440.0,934.9,110.3
2020-12-23 10:19:46,"30-39,70-79",1.15,5942094,25480.0,547.1,142.3
2020-12-23 10:19:47,"0-9,40-49",0.78,3920437,25080.0,277.0,155.0
2020-12-23 10:19:47,"10-19,50-59",1.30,4415309,25480.0,530.3,184.7
2020-12-23 10:19:47,"20-29,60-69",1.30,5766519,25400.0,718.3,166.3
2020-12-23 10:19:47,"30-39,70-79",1.16,7245776,25440.0,731.8,182.8
2020-12-23 10:19:48,"0-9,40-49",0.84,3932377,24560.0,280.4,167.7
2020-12-23 10:19:48,"10-19,50-59",1.20,6991703,25520.0,809.8,339.3
2020-12-23 10:19:48,"20-29,60-69",1.23,5898183,25440.0,671.5,174.7
2020-12-23 10:19:48,"30-39,70-79",1.13,7029246,25400.0,684.9,202.5
2020-12-23 10:19:49,"0-9,40-49",0.59,1484969,24520.0,97.1,65.5
2020-12-23 10:19:49,"10-19,50-59",1.28,5839663,25480.0,683.3,283.7
2020-12-23 10:19:49,"20-29,60-69",1.29,3884098,25440.0,510.2,85.1
2020-12-23 10:19:49,"30-39,70-79",1.17,6048823,25440.0,603.2,149.3
2020-12-23 10:19:50,"0-9,40-49",0.72,2613860,24840.0,174.1,111.8
2020-12-23 10:19:50,"10-19,50-59",1.28,5643745,25480.0,700.9,250.5
2020-12-23 10:19:50,"20-29,60-69",1.25,4303676,25280.0,538.9,136.5
2020-12-23 10:19:50,"30-39,70-79",1.23,7102561,25440.0,757.0,197.3
2020-12-23 10:19:51,"0-9,40-49",0.76,2412746,24720.0,176.6,183.6
2020-12-23 10:19:51,"10-19,50-59",1.30,5178940,25320.0,723.1,238.4
2020-12-23 10:19:51,"20-29,60-69",1.32,4699172,25360.0,644.1,224.0
2020-12-23 10:19:51,"30-39,70-79",1.17,5972638,25360.0,588.3,293.8
2020-12-23 10:19:52,"0-9,40-49",0.80,3578495,25360.0,325.7,159.0
2020-12-23 10:19:52,"10-19,50-59",1.33,6224610,25520.0,683.7,265.0
2020-12-23 10:19:52,"20-29,60-69",1.21,3571275,25440.0,427.4,101.1
2020-12-23 10:19:52,"30-39,70-79",1.18,7421682,25440.0,856.5,161.7
2020-12-23 10:19:53,"0-9,40-49",0.72,3427880,25280.0,295.3,104.4
2020-12-23 10:19:53,"10-19,50-59",1.27,6375948,25480.0,709.3,282.0
2020-12-23 10:19:53,"20-29,60-69",1.25,4855520,25240.0,588.0,140.4
2020-12-23 10:19:53,"30-39,70-79",1.08,6487053,25440.0,670.2,148.0
2020-12-23 10:19:54,"0-9,40-49",0.84,2866877,24840.0,216.5,113.8
2020-12-23 10:19:54,"10-19,50-59",1.26,4552025,25480.0,539.5,207.3
2020-12-23 10:19:54,"20-29,60-69",1.27,3444792,25280.0,452.1,72.2
2020-12-23 10:19:54,"30-39,70-79",1.22,6043910,25320.0,664.6,125.5
2020-12-23 10:19:55,"0-9,40-49",1.40,3678930,25000.0,191.2,167.8
2020-12-23 10:19:55,"10-19,50-59",1.36,6598680,25560.0,768.6,253.6
2020-12-23 10:19:55,"20-29,60-69",1.32,5771530,25440.0,738.0,132.7
2020-12-23 10:19:55,"30-39,70-79",1.11,6528827,25440.0,609.6,153.2
2020-12-23 10:19:56,"0-9,40-49",0.83,3280284,25080.0,277.4,113.2
2020-12-23 10:19:56,"10-19,50-59",1.27,4662410,25360.0,516.6,214.8
2020-12-23 10:19:56,"20-29,60-69",1.23,4935967,25280.0,601.2,136.6
2020-12-23 10:19:56,"30-39,70-79",1.14,8180678,25360.0,828.2,268.0
2020-12-23 10:19:57,"0-9,40-49",0.73,3005878,24680.0,224.6,137.7
2020-12-23 10:19:57,"10-19,50-59",1.30,4419913,25520.0,535.4,204.2
2020-12-23 10:19:57,"20-29,60-69",1.23,5412265,25320.0,600.2,161.2
2020-12-23 10:19:57,"30-39,70-79",1.20,7332700,25480.0,835.3,169.0
2020-12-23 10:19:58,"0-9,40-49",0.82,4173936,24400.0,392.1,180.7
2020-12-23 10:19:58,"10-19,50-59",1.24,5613606,25560.0,653.8,212.9
2020-12-23 10:19:58,"20-29,60-69",1.26,4988805,25080.0,570.7,169.1
2020-12-23 10:19:58,"30-39,70-79",1.21,8128527,25400.0,943.0,173.9
2020-12-23 10:19:59,"0-9,40-49",0.66,2355335,24680.0,158.6,106.5
2020-12-23 10:19:59,"10-19,50-59",1.26,4631194,25480.0,568.6,176.3
2020-12-23 10:19:59,"20-29,60-69",1.26,5036181,25240.0,487.9,203.0
2020-12-23 10:19:59,"30-39,70-79",1.21,7148542,25440.0,888.4,136.0
2020-12-23 10:20:00,"0-9,40-49",0.71,2660204,24840.0,204.3,119.5
2020-12-23 10:20:00,"10-19,50-59",1.22,3845357,25080.0,447.1,178.6
2020-12-23 10:20:00,"20-29,60-69",1.21,7451709,24920.0,822.7,236.1
2020-12-23 10:20:00,"30-39,70-79",1.22,6778847,25480.0,769.8,129.8
2020-12-23 10:20:01,"0-9,40-49",0.74,1875490,24120.0,122.4,61.3
2020-12-23 10:20:01,"10-19,50-59",1.25,5851507,25480.0,651.6,271.7
2020-12-23 10:20:01,"20-29,60-69",1.25,5464258,25320.0,647.2,173.9
2020-12-23 10:20:01,"30-39,70-79",1.20,6327330,25400.0,709.0,133.8
2020-12-23 10:20:02,"0-9,40-49",1.21,6201650,25360.0,427.0,299.1
2020-12-23 10:20:02,"10-19,50-59",1.16,6352624,25400.0,646.2,242.5
2020-12-23 10:20:02,"20-29,60-69",1.20,6692620,25240.0,681.5,244.9
2020-12-23 10:20:02,"30-39,70-79",1.15,7885251,25440.0,796.3,159.1
2020-12-23 10:20:03,"0-9,40-49",0.88,2124867,25160.0,140.0,82.4
2020-12-23 10:20:03,"10-19,50-59",1.30,7292066,25520.0,878.7,345.4
2020-12-23 10:20:03,"20-29,60-69",1.29,4292094,25360.0,550.0,110.4
2020-12-23 10:20:03,"30-39,70-79",1.16,5411731,25400.0,493.9,142.4
2020-12-23 10:20:04,"0-9,40-49",0.83,2740014,25120.0,225.5,117.8
2020-12-23 10:20:04,"10-19,50-59",1.29,5110769,25440.0,640.0,194.1
2020-12-23 10:20:04,"20-29,60-69",1.32,4550261,25400.0,621.0,102.2
2020-12-23 10:20:04,"30-39,70-79",1.17,5660550,25480.0,526.5,117.0
2020-12-23 10:20:05,"0-9,40-49",0.76,2023447,25160.0,128.8,45.5
2020-12-23 10:20:05,"10-19,50-59",1.32,4865647,25560.0,545.9,237.9
2020-12-23 10:20:05,"20-29,60-69",1.25,3789556,25160.0,447.5,111.7
2020-12-23 10:20:05,"30-39,70-79",1.16,7903645,25400.0,864.6,184.6
2020-12-23 10:20:06,"0-9,40-49",1.16,3952167,25120.0,250.4,174.3
2020-12-23 10:20:06,"10-19,50-59",1.25,6805176,25280.0,620.0,360.9
2020-12-23 10:20:06,"20-29,60-69",1.29,5116179,25360.0,634.1,133.6
2020-12-23 10:20:06,"30-39,70-79",1.17,9536199,25480.0,930.0,276.2
2020-12-23 10:20:07,"0-9,40-49",0.74,2833711,24440.0,178.3,118.0
2020-12-23 10:20:07,"10-19,50-59",1.19,4787144,25520.0,450.1,268.9
2020-12-23 10:20:07,"20-29,60-69",1.29,6654788,25400.0,896.8,145.0
2020-12-23 10:20:07,"30-39,70-79",1.17,7297459,25480.0,726.4,167.3
2020-12-23 10:20:08,"0-9,40-49",0.78,4753705,24680.0,391.1,159.1
2020-12-23 10:20:08,"10-19,50-59",1.25,6506887,25480.0,653.3,309.2
2020-12-23 10:20:08,"20-29,60-69",1.32,5777634,25400.0,735.9,119.9
2020-12-23 10:20:08,"30-39,70-79",1.11,6838802,25440.0,521.1,191.6
2020-12-23 10:20:09,"0-9,40-49",0.66,1629327,24920.0,78.4,59.5
2020-12-23 10:20:09,"10-19,50-59",1.22,3605192,25520.0,377.0,220.8
2020-12-23 10:20:09,"20-29,60-69",1.34,5120022,25320.0,726.7,94.8
2020-12-23 10:20:09,"30-39,70-79",1.18,6413439,25360.0,696.4,144.7
2020-12-23 10:20:10,"0-9,40-49",0.69,1534233,24680.0,79.1,50.2
2020-12-23 10:20:10,"10-19,50-59",1.29,4869773,25400.0,558.8,206.5
2020-12-23 10:20:10,"20-29,60-69",1.31,3949374,25160.0,506.9,100.9
2020-12-23 10:20:10,"30-39,70-79",1.15,6738544,25400.0,731.8,123.3
2020-12-23 10:20:11,"0-9,40-49",0.75,2624861,24160.0,165.6,97.4
2020-12-23 10:20:11,"10-19,50-59",1.26,5441056,25560.0,566.6,257.5
2020-12-23 10:20:11,"20-29,60-69",1.24,5060922,25440.0,606.9,133.1
2020-12-23 10:20:11,"30-39,70-79",1.14,7791341,25480.0,790.0,188.4
2020-12-23 10:20:12,"0-9,40-49",0.79,3420188,25320.0,238.7,137.1
2020-12-23 10:20:12,"10-19,50-59",1.26,6557422,25520.0,760.0,299.6
2020-12-23 10:20:12,"20-29,60-69",1.29,6532824,25360.0,868.6,166.5
2020-12-23 10:20:12,"30-39,70-79",1.07,7617089,25400.0,713.9,193.2
2020-12-23 10:20:13,"0-9,40-49",0.62,1029225,24800.0,43.3,17.3
2020-12-23 10:20:13,"10-19,50-59",1.28,5945467,25400.0,687.9,291.3
2020-12-23 10:20:13,"20-29,60-69",1.25,5671154,25440.0,777.8,120.3
2020-12-23 10:20:13,"30-39,70-79",1.10,7223670,25360.0,763.3,136.8
2020-12-23 10:20:14,"0-9,40-49",0.65,2668954,24960.0,182.2,92.6
2020-12-23 10:20:14,"10-19,50-59",1.25,5254311,25480.0,618.5,226.8
2020-12-23 10:20:14,"20-29,60-69",1.22,4439046,25400.0,568.1,115.9
2020-12-23 10:20:14,"30-39,70-79",1.16,6323348,25480.0,568.9,170.4
2020-12-23 10:20:15,"0-9,40-49",0.42,802268,24920.0,33.4,12.2
2020-12-23 10:20:15,"10-19,50-59",1.29,6662085,25560.0,803.1,295.3
2020-12-23 10:20:15,"20-29,60-69",1.31,4000792,25440.0,560.2,88.8
2020-12-23 10:20:15,"30-39,70-79",1.18,6192175,25440.0,634.2,154.7
2020-12-23 10:20:16,"0-9,40-49",1.01,3480049,25000.0,221.1,182.2
2020-12-23 10:20:16,"10-19,50-59",1.20,4793765,25560.0,537.1,212.9
2020-12-23 10:20:16,"20-29,60-69",1.29,4901039,25240.0,592.3,128.9
2020-12-23 10:20:16,"30-39,70-79",1.13,8865881,25440.0,899.3,239.1
2020-12-23 10:20:17,"0-9,40-49",0.89,3596722,23960.0,218.9,156.4
2020-12-23 10:20:17,"10-19,50-59",1.08,4562183,25280.0,401.6,226.0
2020-12-23 10:20:17,"20-29,60-69",1.24,6367937,25440.0,735.7,189.2
2020-12-23 10:20:17,"30-39,70-79",1.21,8959785,25480.0,805.5,284.0
2020-12-23 10:20:18,"0-9,40-49",0.80,3851424,24360.0,309.6,165.4
2020-12-23 10:20:18,"10-19,50-59",1.23,6956136,25480.0,735.5,313.2
2020-12-23 10:20:18,"20-29,60-69",1.29,5566183,25080.0,753.8,112.1
2020-12-23 10:20:18,"30-39,70-79",1.16,7378892,25320.0,737.7,156.1
2020-12-23 10:20:19,"0-9,40-49",0.66,1336362,24880.0,71.5,48.3
2020-12-23 10:20:19,"10-19,50-59",1.34,5916184,25480.0,664.8,270.2
2020-12-23 10:20:19,"20-29,60-69",1.33,4130224,25440.0,515.6,100.5
2020-12-23 10:20:19,"30-39,70-79",1.19,6585358,25440.0,665.9,142.6
2020-12-23 10:20:20,"0-9,40-49",0.69,2352608,25000.0,163.2,91.6
2020-12-23 10:20:20,"10-19,50-59",1.25,6728033,25560.0,785.8,263.6
2020-12-23 10:20:20,"20-29,60-69",1.25,4156955,25120.0,506.6,96.1
2020-12-23 10:20:20,"30-39,70-79",1.17,8371271,25480.0,784.3,245.7
2020-12-23 10:20:21,"0-9,40-49",0.71,1555360,24480.0,95.3,73.1
2020-12-23 10:20:21,"10-19,50-59",1.33,6295998,25560.0,765.9,272.1
2020-12-23 10:20:21,"20-29,60-69",1.29,4458214,25400.0,587.3,125.1
2020-12-23 10:20:21,"30-39,70-79",1.18,6201418,25440.0,634.3,156.5
2020-12-23 10:20:22,"0-9,40-49",0.83,3645825,25480.0,298.6,179.6
2020-12-23 10:20:22,"10-19,50-59",1.27,4255450,25520.0,494.3,227.9
2020-12-23 10:20:22,"20-29,60-69",1.33,4395961,25320.0,541.2,123.7
2020-12-23 10:20:22,"30-39,70-79",1.22,7461554,25440.0,869.5,180.0
2020-12-23 10:20:23,"0-9,40-49",0.66,2125557,25200.0,152.2,69.5
2020-12-23 10:20:23,"10-19,50-59",1.29,5257183,25440.0,560.4,240.6
2020-12-23 10:20:23,"20-29,60-69",1.31,3981582,25200.0,495.4,108.9
2020-12-23 10:20:23,"30-39,70-79",1.19,7501340,25400.0,746.4,181.1
