1615346310313,111990549,76896
1615346310313,840425519,76897
1615346310313,956290504,76897
1615346310313,978763196,76897
1615346310313,913950192,76897
1615346310313,168445945,76898
1615346310313,101583256,76898
1615346313313,892016990,79897
1615346313313,160767843,79897
1615346313313,145096871,79898
1615346316313,524741495,82897
1615346316313,996209742,82897
1615346319314,285500380,85898
1615346331314,64606812,118907
1615346331314,389439084,118906
1615346331314,253212602,118906
1615346331314,577085237,118906
1615346331314,1938508,118907
1615346331314,415113611,97899
1615346331314,741225785,97899
1615346331314,875283378,97897
1615346331314,381948486,97897
1615346334315,-439783907,234017
1615346334315,-349756372,234013
1615346334315,-798431020,234013
1615346334315,103877941,121908
1615346334315,704754126,121907
1615346334315,497007773,121907
1615346334315,361307991,100900
1615346334315,760959444,100898
1615346337315,-909477992,237017
1615346460321,602792312,77704
1615346460321,430210353,77704
1615346460321,396411078,77704
1615346460321,597761565,77704
1615346460321,906143930,77704
1615346460321,882058710,77705
1615346460321,814834915,77705
1615346460321,915092279,77705
1615346460321,516841398,77705
1615346460321,337245764,77706
1615346460321,400966656,77706
1615346460321,32059461,77706
1615346460321,336960692,77706
1615346460321,124629532,77707
1615346460321,124239842,77707
1615346460321,705133046,77707
1615346460321,803976273,77707
1615346460321,395113455,77707
1615346460321,695519252,77708
1615346460321,697711131,77708
1615346460321,976539921,77709
1615346460321,7615139,77709
1615346460321,559319238,77709
1615346460321,302981591,77709
1615346460321,879155395,77709
1615346460321,727968797,77710
1615346460321,762941036,77710
1615346460321,773506692,77710
1615346463322,884265995,80705
1615346463322,246174326,80705
1615346463322,192936296,80705
1615346463322,211227084,80706
1615346463322,436997250,80706
1615346463322,882272616,80707
1615346463322,211917640,80707
1615346463322,26031602,80708
1615346463322,477005495,80708
1615346463322,783995170,80709
1615346463322,848677665,80710
1615346463322,979411314,80710
1615346463322,518632283,80711
1615346463322,176534535,80711
1615346466322,612337138,83704
1615346466322,117989862,83705
1615346466322,754351315,83706
1615346466322,948935621,83707
1615346466322,335962698,83708
1615346466322,750489524,83709
1615346466322,401530139,83710
1615346469322,923267505,86705
1615346469322,999490798,86707
1615346469322,61747170,86709
1615346469322,314544611,86711
1615346472323,102446780,89707
1615346472323,535454471,89711
1615346475323,874018585,113727
1615346475323,515184987,113727
1615346475323,245005722,113727
1615346475323,750847315,92712
1615346475323,383258432,92713
1615346475323,722712248,92713
1615346475323,741940902,92705
1615346475323,933786017,92709
1615346478323,14775020,265916
1615346478323,286002284,265916
1615346478323,820405377,116727
1615346478323,588439298,116726
1615346478323,668329098,116727
1615346478323,502098587,95712
1615346478323,617439275,95713
1615346481323,-186165200,381025
1615346481323,-209636051,381021
1615346481323,941946067,268915
1615346601329,-823951117,500332
1615346601329,-537743516,500332
1615346601329,-694131584,500332
1615346601329,-197333412,500331
1615346601329,-312070055,500331
1615346601329,-141825838,500330
1615346601329,-840577029,500329
1615346601329,-437140279,500329
1615346601329,-610189141,500325
1615346601329,-762178954,500325
1615346601329,-817543243,500325
1615346601329,-15291778,500324
1615346601329,-43321448,500324
1615346601329,-592729265,500323
1615346601329,-951113692,500323
1615346601329,977761760,367204
1615346601329,677021029,239025
1615346601329,988346836,218011
1615346601329,350696164,93973
1615346601329,456526122,93973
1615346601329,904479985,72966
1615346601329,288708973,72967
1615346601329,983125381,72967
1615346601329,625228207,72962
1615346601329,407640379,72963
1615346601329,166187879,72963
1615346601329,156455430,72963
1615346601329,117327742,72964
1615346601329,374790333,72964
1615346601329,288458922,72964
1615346601329,983428034,72964
1615346601329,426718210,72965
1615346601329,130831723,72965
1615346601329,850097343,72965
1615346601329,552530680,72966
1615346601329,307502884,72966
1615346601329,851158712,72966
1615346604330,-433846310,500331
1615346604330,-918415023,500332
1615346604330,-748282414,500331
1615346604330,-529916963,500330
1615346604330,-161570847,500325
1615346604330,-980294297,500324
1615346604330,-680352540,500324
1615346604330,-460599285,500319
1615346604330,499856453,239026
1615346604330,369442215,93973
1615346604330,747330871,72967
1615346604330,954508992,72962
1615346604330,37400331,72963
1615346604330,951859447,72963
1615346604330,427614660,72964
1615346604330,603489502,72965
1615346604330,323108359,72965
1615346604330,650732877,72966
1615346607330,-723337997,500332
1615346607330,-911815136,500330
1615346607330,-535471033,500324
1615346607330,-105084480,500323
1615346607330,872548715,218003
1615346607330,876809097,72967
1615346607330,865428044,72963
1615346607330,6357722,72964
1615346607330,512409916,72965
1615346610330,-213735321,500331
1615346610330,-223043701,500323
1615346610330,957428328,72966
1615346610330,521042566,72964
1615346610330,602507077,72966
1615346613330,-716000222,500326
1615346613330,326895873,72963
1615346616330,212868707,239024
1615346619331,820190221,72965
