-322592437,-1,1615347162669,1615347162669,-1
-894882992,-1,1615347162669,1615347162669,-1
-961005005,-1,1615347162669,1615347162669,-1
-174523746,-1,1615347162669,1615347162669,-1
-695945661,-1,1615347162669,1615347162669,-1
-584266170,-1,1615347162670,1615347162670,-1
-419918907,-1,1615347162670,1615347162670,-1
-513072923,-1,1615347162670,1615347162670,-1
-780253617,-1,1615347162670,1615347162670,-1
-101904050,-1,1615347162671,1615347162671,-1
-395248612,-1,1615347162671,1615347162671,-1
-660679245,-1,1615347162672,1615347162672,-1
-80528892,-1,1615347162672,1615347162672,-1
-131217406,-1,1615347162676,1615347162676,-1
-208969587,-1,1615347162676,1615347162676,-1
-805999220,-1,1615347162677,1615347162677,-1
-594749413,-1,1615347162676,1615347162676,-1
-888583209,-1,1615347162676,1615347162676,-1
-998479421,-1,1615347162676,1615347162676,-1
-859967652,-1,1615347162676,1615347162676,-1
-583789573,-1,1615347162676,1615347162676,-1
-597289959,-1,1615347162677,1615347162677,-1
-648599426,-1,1615347162676,1615347162676,-1
-84596877,-1,1615347162677,1615347162677,-1
-971769242,-1,1615347162677,1615347162677,-1
-685875492,-1,1615347162677,1615347162677,-1
-128643476,-1,1615347162678,1615347162678,-1
-573759885,-1,1615347162677,1615347162677,-1
-165128982,-1,1615347162677,1615347162677,-1
-208599200,-1,1615347162677,1615347162677,-1
-872073346,-1,1615347162681,1615347162681,-1
-39242052,-1,1615347162682,1615347162682,-1
-787311872,-1,1615347162682,1615347162682,-1
-213809824,-1,1615347162682,1615347162682,-1
-116639339,-1,1615347162683,1615347162683,-1
-802969993,-1,1615347162682,1615347162682,-1
-6642326,-1,1615347162682,1615347162682,-1
-550639583,-1,1615347162682,1615347162682,-1
-698405875,-1,1615347162682,1615347162682,-1
-221211858,-1,1615347162682,1615347162682,-1
-250780026,-1,1615347162682,1615347162682,-1
-659298002,-1,1615347162682,1615347162682,-1
-629672424,-1,1615347162682,1615347162682,-1
-328997520,-1,1615347162682,1615347162682,-1
-123787983,-1,1615347162682,1615347162682,-1
-51617779,-1,1615347162682,1615347162682,-1
-627028393,-1,1615347162682,1615347162682,-1
-203835044,-1,1615347162682,1615347162682,-1
-936710949,-1,1615347162689,1615347162689,-1
-159576252,-1,1615347162690,1615347162690,-1
-511595238,-1,1615347162690,1615347162690,-1
-11797916,-1,1615347162690,1615347162690,-1
-332796274,-1,1615347162690,1615347162690,-1
-906628811,-1,1615347162691,1615347162691,-1
-288513353,-1,1615347162691,1615347162691,-1
-535346134,-1,1615347162691,1615347162691,-1
-601325161,-1,1615347162691,1615347162691,-1
-688232981,-1,1615347162691,1615347162691,-1
-549765106,-1,1615347162691,1615347162691,-1
-806816094,-1,1615347162691,1615347162691,-1
-322592437,1,1615347163706,1615347163770,979
-894882992,2,1615347163707,1615347163771,980
-961005005,3,1615347163709,1615347163773,982
-174523746,4,1615347163710,1615347163774,983
-695945661,5,1615347163711,1615347163775,984
-584266170,6,1615347163733,1615347163797,6
-419918907,7,1615347163734,1615347163798,7
-513072923,8,1615347163735,1615347163799,8
-780253617,9,1615347163737,1615347163801,10
-322592437,10,1615347164729,1615347164793,1
-894882992,11,1615347164730,1615347164794,2
-961005005,12,1615347164732,1615347164796,4
-174523746,13,1615347164733,1615347164797,5
-695945661,14,1615347164734,1615347164798,6
-584266170,15,1615347164735,1615347164799,7
-322592437,16,1615347165735,1615347165799,7
-894882992,17,1615347165736,1615347165800,8
-961005005,18,1615347165737,1615347165801,9
-174523746,19,1615347165739,1615347165803,11
-695945661,20,1615347165740,1615347165804,12
-584266170,21,1615347165741,1615347165805,13
-419918907,22,1615347165743,1615347165807,15
-513072923,23,1615347165744,1615347165808,16
-322592437,24,1615347166736,1615347166800,8
-894882992,25,1615347166737,1615347166801,9
-961005005,26,1615347166738,1615347166802,10
-174523746,27,1615347166740,1615347166804,12
-695945661,28,1615347166741,1615347166805,13
-584266170,29,1615347166742,1615347166806,14
-322592437,30,1615347167734,1615347167798,6
-894882992,31,1615347167735,1615347167799,7
-961005005,32,1615347167736,1615347167800,8
-322592437,33,1615347168738,1615347168802,10
-894882992,34,1615347168739,1615347168803,11
-961005005,35,1615347168741,1615347168805,13
-174523746,36,1615347168742,1615347168806,14
-695945661,37,1615347168743,1615347168807,15
-584266170,38,1615347168745,1615347168809,17
-419918907,39,1615347168746,1615347168810,18
-513072923,40,1615347168747,1615347168811,19
-780253617,41,1615347168749,1615347168813,21
-101904050,42,1615347168750,1615347168814,22
-322592437,43,1615347169732,1615347169796,3
-894882992,44,1615347169733,1615347169797,4
-961005005,45,1615347169734,1615347169798,5
-174523746,46,1615347169736,1615347169800,7
-695945661,47,1615347169737,1615347169801,8
-322592437,48,1615347170739,1615347170803,10
-894882992,49,1615347170740,1615347170804,11
-961005005,50,1615347170741,1615347170805,12
-174523746,51,1615347170742,1615347170806,13
-695945661,52,1615347170744,1615347170808,15
-584266170,53,1615347170745,1615347170809,16
-322592437,54,1615347171736,1615347171800,7
-894882992,55,1615347171737,1615347171801,8
-322592437,56,1615347172739,1615347172803,10
-894882992,57,1615347172740,1615347172804,11
-961005005,58,1615347172742,1615347172806,13
-174523746,59,1615347172743,1615347172807,14
-695945661,60,1615347172744,1615347172808,15
-584266170,61,1615347172745,1615347172809,16
-419918907,62,1615347172747,1615347172811,18
-513072923,63,1615347172748,1615347172812,19
-780253617,64,1615347172749,1615347172813,20
-322592437,65,1615347173731,1615347173795,1
-894882992,66,1615347173732,1615347173796,2
-961005005,67,1615347173733,1615347173797,3
-174523746,68,1615347173735,1615347173799,5
-695945661,69,1615347173736,1615347173800,6
-322592437,70,1615347174738,1615347174802,8
-894882992,71,1615347174739,1615347174803,9
-961005005,72,1615347174740,1615347174804,10
-174523746,73,1615347174742,1615347174806,12
-695945661,74,1615347174743,1615347174807,13
-584266170,75,1615347174744,1615347174808,9
-419918907,76,1615347174745,1615347174809,10
-322592437,77,1615347175737,1615347175801,2
-894882992,78,1615347175738,1615347175802,2
-961005005,79,1615347175739,1615347175803,3
-174523746,80,1615347175740,1615347175804,4
-322592437,81,1615347176741,1615347176805,5
-894882992,82,1615347176743,1615347176807,7
-961005005,83,1615347176744,1615347176808,8
-174523746,84,1615347176745,1615347176809,9
-695945661,85,1615347176746,1615347176810,10
-584266170,86,1615347176747,1615347176811,11
-322592437,87,1615347177738,1615347177802,2
-894882992,88,1615347177740,1615347177804,4
-961005005,89,1615347177741,1615347177805,5
-174523746,90,1615347177742,1615347177806,6
-695945661,91,1615347177743,1615347177807,7
-584266170,92,1615347177745,1615347177809,9
-419918907,93,1615347177746,1615347177810,10
-513072923,94,1615347177747,1615347177811,11
-322592437,95,1615347178739,1615347178803,3
-894882992,96,1615347178741,1615347178805,5
-961005005,97,1615347178742,1615347178806,6
-174523746,98,1615347178743,1615347178807,7
-695945661,99,1615347178745,1615347178809,9
-584266170,100,1615347178746,1615347178810,10
-419918907,101,1615347178747,1615347178811,11
-513072923,102,1615347178748,1615347178812,12
-780253617,103,1615347178750,1615347178814,14
-101904050,104,1615347178751,1615347178815,15
-322592437,105,1615347179743,1615347179807,7
-322592437,106,1615347180745,1615347180809,9
-894882992,107,1615347180746,1615347180810,10
-322592437,108,1615347181738,1615347181802,1
-322592437,109,1615347182739,1615347182803,2
-894882992,110,1615347182740,1615347182804,3
-961005005,111,1615347182741,1615347182805,4
-174523746,112,1615347182742,1615347182806,5
-695945661,113,1615347182743,1615347182807,6
-584266170,114,1615347182744,1615347182808,7
-419918907,115,1615347182746,1615347182810,9
-513072923,116,1615347182747,1615347182811,10
-322592437,117,1615347183738,1615347183802,1
-894882992,118,1615347183739,1615347183803,2
-961005005,119,1615347183740,1615347183804,3
-174523746,120,1615347183742,1615347183806,5
-695945661,121,1615347183743,1615347183807,6
-584266170,122,1615347183744,1615347183808,7
-419918907,123,1615347183745,1615347183809,8
-513072923,124,1615347183746,1615347183810,9
-780253617,125,1615347183748,1615347183812,11
-322592437,126,1615347184739,1615347184803,2
-322592437,127,1615347185740,1615347185804,3
-322592437,128,1615347186741,1615347186805,3
-322592437,129,1615347187742,1615347187806,4
-894882992,130,1615347187743,1615347187807,5
-961005005,131,1615347187745,1615347187809,7
-322592437,132,1615347188746,1615347188810,8
-894882992,133,1615347188747,1615347188811,9
-961005005,134,1615347188748,1615347188812,10
-174523746,135,1615347188749,1615347188813,11
-695945661,136,1615347188751,1615347188815,13
-584266170,137,1615347188752,1615347188816,14
-419918907,138,1615347188753,1615347188817,15
-513072923,139,1615347188754,1615347188818,16
-780253617,140,1615347188756,1615347188820,18
-322592437,141,1615347189747,1615347189811,9
-894882992,142,1615347189748,1615347189812,10
-961005005,143,1615347189750,1615347189814,12
-174523746,144,1615347189751,1615347189815,13
-695945661,145,1615347189752,1615347189816,14
-584266170,146,1615347189753,1615347189817,15
-419918907,147,1615347189755,1615347189819,17
-513072923,148,1615347189756,1615347189820,18
-780253617,149,1615347189757,1615347189821,19
-101904050,150,1615347189758,1615347189822,20
-322592437,151,1615347190748,1615347190812,10
-894882992,152,1615347190750,1615347190814,12
-961005005,153,1615347190751,1615347190815,13
-174523746,154,1615347190752,1615347190816,14
-695945661,155,1615347190753,1615347190817,15
-584266170,156,1615347190755,1615347190819,17
-322592437,157,1615347191746,1615347191810,7
-322592437,158,1615347192747,1615347192811,8
-894882992,159,1615347192749,1615347192813,10
-961005005,160,1615347192750,1615347192814,11
-322592437,161,1615347193741,1615347193805,2
-894882992,162,1615347193742,1615347193806,3
-961005005,163,1615347193744,1615347193808,5
-174523746,164,1615347193745,1615347193809,6
-695945661,165,1615347193746,1615347193810,7
-584266170,166,1615347193747,1615347193811,8
-322592437,167,1615347194748,1615347194812,9
-894882992,168,1615347194750,1615347194814,11
-961005005,169,1615347194751,1615347194815,12
-174523746,170,1615347194752,1615347194816,13
-695945661,171,1615347194754,1615347194818,15
-584266170,172,1615347194755,1615347194819,16
-322592437,173,1615347195746,1615347195810,7
-322592437,174,1615347196748,1615347196812,8
-894882992,175,1615347196749,1615347196813,9
-961005005,176,1615347196750,1615347196814,10
-174523746,177,1615347196752,1615347196816,12
-695945661,178,1615347196753,1615347196817,13
-584266170,179,1615347196754,1615347196818,14
-419918907,180,1615347196755,1615347196819,15
-513072923,181,1615347196756,1615347196820,16
-322592437,182,1615347197748,1615347197812,8
-894882992,183,1615347197749,1615347197813,9
-961005005,184,1615347197751,1615347197815,11
-174523746,185,1615347197752,1615347197816,12
-695945661,186,1615347197753,1615347197817,13
-322592437,187,1615347201743,1615347201807,3
-894882992,188,1615347201744,1615347201808,4
-961005005,189,1615347201746,1615347201810,6
-174523746,190,1615347201747,1615347201811,7
-695945661,191,1615347201748,1615347201812,8
-584266170,192,1615347201749,1615347201813,9
-322592437,193,1615347202751,1615347202815,11
-894882992,194,1615347202752,1615347202816,11
-961005005,195,1615347202753,1615347202817,12
-174523746,196,1615347202755,1615347202819,14
-695945661,197,1615347202756,1615347202820,15
-584266170,198,1615347202757,1615347202821,16
-419918907,199,1615347202758,1615347202822,17
-322592437,200,1615347203750,1615347203814,9
-894882992,201,1615347203751,1615347203815,10
-961005005,202,1615347203753,1615347203817,12
-174523746,203,1615347203754,1615347203818,13
