7,1,,,,,8233.833333,104480,2674688
7,4,,,,,,,
7,18,,,,,0.99999996,0.078807743,0.003078427
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
43,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
51,18,,,,,,,
51,18,,,,,,,
51,18,,,,,,,
51,18,,,,,,,
51,18,,,,,,,
51,18,,,,,,,
73,18,,,,,,,
73,18,,,,,,,
73,18,,,,,,,
73,18,,,,,,,
73,18,,,,,,,
73,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
7,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
0,18,,,,,,,
65,18,,,,,,,
65,18,,,,,,,
65,18,,,,,,,
65,18,,,,,,,
65,18,,,,,,,
65,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
14,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
29,18,,,,,,,
58,18,,,,,,,
