# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    72    54     -    28     4     0     0  6800  1680     0     0  8254    19     -     -     0     3     0
    2    72    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0   218     0
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   275     2
    1   122    54     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    71    45     -    29     3     0     0  6800  1365     0     0  5563    15     -     -     0     0     7
    0    72    46     -    14     5     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   105    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   147     1
    2    83    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0    21     0
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   116    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   141     2
    2    66    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   125    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    11     0
    2    86    45     -    21     3     0     0  6800  1590     0     0  5563    15     -     -     0    74     2
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0    14     0
    1   114    55     -    23     2     0     0  6800  1905     0     0  8254    19     -     -     0    86    18
    2    95    45     -    14     2     0     0  6800  1590     0     0  5563    15     -     -     0     0     0
    0    81    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    35
    1   116    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    73     2
    2    71    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0     9     9
    0    72    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    94    54     -    23     3     0     0  6800  1710     0     0  8254    19     -     -     0     0     0
    2    76    45     -    23     4     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   240     2
    1    63    53     -    26     3     0     0  6800  1410     0     0  8254    19     -     -     0     0     9
    2    71    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0    82     1
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   100    54     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    70    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   101    55     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0    68     3
    2    66    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0    77     2
    0    64    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    17
    2    70    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   218     0
    1    70    54     -    26     3     0     0  6800  1500     0     0  8254    19     -     -     0   183     3
    2    72    45     -    14     3     0     0  6800  1350     0     0  5563    15     -     -     0     3     0
    0    72    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0    23     0
    1    92    54     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    10
    2    72    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   100    55     -    31     4     0     0  6800  1905     0     0  8254    19     -     -     0     0    11
    2    68    45     -    19     2     0     0  6800  1440     0     0  5563    15     -     -     0     9     0
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   280     1
    1    92    55     -    21     2     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    88    45     -    19     3     0     0  6800  1440     0     0  5563    15     -     -     0    69     4
    0    70    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    87    54     -    19     2     0     0  6800  1800     0     0  8254    19     -     -     0   134    35
    2    78    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0   285     0
    0    73    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    87    54     -    27     3     0     0  6800  1800     0     0  8254    19     -     -     0     0     0
    2    77    45     -    23     3     0     0  6800  1530     0     0  5563    15     -     -     0    85     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1    91    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     5     0
    2    81    45     -    20     3     0     0  6800  1530     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     7     0
    1   108    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    19
    2    67    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0   265     5
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    36
    1    73    54     -    26     3     0     0  6800  1680     0     0  8254    19     -     -     0     0    18
    2    79    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   260    20
    1    84    54     -    21     2     0     0  6800  1680     0     0  8254    19     -     -     0   150     1
    2    79    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0    83     9
    0    62    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     5     0
    1   115    54     -    32     3     0     0  6800  1905     0     0  8254    19     -     -     0   140     3
    2   104    46     -    23     3     0     0  6800  1890     0     0  5563    15     -     -     0     0     0
    0    70    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   286     0
    1    73    53     -    21     2     0     0  6800  1575     0     0  8254    19     -     -     0   140     3
    2    94    46     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    22     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    93    54     -    30     3     0     0  6800  1725     0     0  8254    19     -     -     0     3     0
    2    67    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     0
    0    75    46     -     9     2     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    91    54     -    27     3     0     0  6800  1755     0     0  8254    19     -     -     0     0     0
    2    77    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    68    53     -    27     3     0     0  6800  1485     0     0  8254    19     -     -     0    14    19
    2    76    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    32
    1   109    54     -    35     4     0     0  6800  1905     0     0  8254    19     -     -     0    75     2
    2    66    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0   283     1
    0    82    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    99    55     -    25     4     0     0  6800  1890     0     0  8254    19     -     -     0     4   439
    2    77    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0    82     1
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    36
    1   110    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   143     2
    2    76    45     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   204     3
    1   115    55     -    26     3     0     0  6800  1830     0     0  8254    19     -     -     0   136   128
    2    67    45     -    20     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   465    14
    1   107    55     -    31     4     0     0  6800  1905     0     0  8254    19     -     -     0    17     8
    2    83    45     -    14     2     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   130    55     -    30     4     0     0  6800  1875     0     0  8254    19     -     -     0     0     0
    2    83    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     7
    0    82    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    72    54     -    23     3     0     0  6800  1560     0     0  8254    19     -     -     0    17     0
    2    78    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    63    53     -    30     3     0     0  6800  1395     0     0  8254    19     -     -     0     0     0
    2    82    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    11
    0    71    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0  2680     0
    2    77    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    55     -    28     4     0     0  6800  1905     0     0  8254    19     -     -     0   162     0
    2    73    45     -    23     3     0     0  6800  1410     0     0  5563    15     -     -     0   284     0
    0    66    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   599     4
    1    93    54     -    24     3     0     0  6800  1575     0     0  8254    19     -     -     0   148     9
    2    68    45     -    16     3     0     0  6800  1410     0     0  5563    15     -     -     0     0     0
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0    16     0
    1    75    53     -    27     3     0     0  6800  1605     0     0  8254    19     -     -     0    78     2
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    66    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0   353    10
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    98    54     -    29     3     0     0  6800  1875     0     0  8254    19     -     -     0    82     1
    2    77    45     -    13     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   129    54     -    34     4     0     0  6800  1905     0     0  8254    19     -     -     0     0    10
    2    66    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0   227     6
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   206     3
    1    98    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0   312     8
    2    66    45     -    26     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   252     0
    1   124    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   152     0
    2    83    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    68    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   278     1
    1    92    55     -    20     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    78    45     -    24     4     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    19     0
    1   104    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    15
    2    71    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    16     8
    1   115    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    15
    2    71    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0   274     3
    0    68    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0   151     9
    1    93    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0    61     0
    2    72    45     -    14     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    76    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     7     0
    1   106    55     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    12
    2    66    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    84     1
    0    72    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    33
    1   107    55     -    28     4     0     0  6800  1905     0     0  8254    19     -     -     0    86     0
    2    76    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1   121    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    76    45     -    22     4     0     0  6800  1590     0     0  5563    15     -     -     0    76    30
    0    69    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   117    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    76    45     -    21     3     0     0  6800  1590     0     0  5563    15     -     -     0   286    11
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   107    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0   149     0
    2    80    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0    67     3
    0    80    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   275     2
    1    88    55     -    26     4     0     0  6800  1725     0     0  8254    19     -     -     0    79     4
    2    89    45     -    30     4     0     0  6800  1620     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    92    55     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0   144     2
    2    91    45     -    16     2     0     0  6800  1620     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    33
    1   108    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   978    22
    2    67    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    11
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   262     6
    1   117    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0    81   180
    2    78    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    72    46     -    11     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    76    54     -    28     3     0     0  6800  1575     0     0  8254    19     -     -     0   149     2
    2    71    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0   276     2
    1   115    55     -    24     3     0     0  6800  1875     0     0  8254    19     -     -     0  4752    11
    2    78    45     -    21     3     0     0  6800  1470     0     0  5563    15     -     -     0    83     0
    0    70    46     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    54     -    20     3     0     0  6800  1680     0     0  8254    19     -     -     0   147     1
    2    70    45     -    23     3     0     0  6800  1470     0     0  5563    15     -     -     0     0     0
    0    70    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0   281     1
    1   100    55     -    28     3     0     0  6800  1815     0     0  8254    19     -     -     0   137     3
    2    87    45     -    23     3     0     0  6800  1665     0     0  5563    15     -     -     0    67     4
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   209     2
    1   108    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0   150    17
    2    80    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0   262     6
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   107    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0    75     2
    2    75    46     -    19     3     0     0  6800  1455     0     0  5563    15     -     -     0    72    21
    0    64    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    75    54     -    29     3     0     0  6800  1470     0     0  8254    19     -     -     0     9     0
    2    77    45     -    14     2     0     0  6800  1350     0     0  5563    15     -     -     0   235     4
    0    62    46     -    11     4     0     0  6800  1350     0     0  5621    15     -     -     0   218     0
    1    69    53     -    27     3     0     0  6800  1500     0     0  8254    19     -     -     0    12    17
    2    72    45     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   252     0
    1   118    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0     1    17
    2    81    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   278    33
    1   115    55     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0   106     5
    2    66    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0   264     5
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   392    11
    1   101    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0  3478   108
    2    72    45     -    12     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   273     3
    1   118    55     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    66    45     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0    10     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    63    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0     1    17
    2    82    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     8
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   230    33
    1    84    54     -    33     4     0     0  6800  1680     0     0  8254    19     -     -     0   138     4
    2    78    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    16     0
    1    98    54     -    28     3     0     0  6800  1410     0     0  8254    19     -     -     0     0    11
    2    81    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    35
    1    65    53     -    30     4     0     0  6800  1545     0     0  8254    19     -     -     0   840     1
    2    73    45     -    21     3     0     0  6800  1425     0     0  5563    15     -     -     0     0    11
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    66    53     -    29     3     0     0  6800  1350     0     0  8254    19     -     -     0    13     1
    2    88    45     -    23     3     0     0  6800  1485     0     0  5563    15     -     -     0     0    36
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   248     0
    1   115    54     -    25     2     0     0  6800  1905     0     0  8254    19     -     -     0     0     7
    2    79    45     -    21     3     0     0  6800  1425     0     0  5563    15     -     -     0    80     1
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     2     0
    1   116    55     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0   682     0
    2    80    45     -    15     3     0     0  6800  1425     0     0  5563    15     -     -     0     0    34
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    69    53     -    34     4     0     0  6800  1530     0     0  8254    19     -     -     0    74   256
    2    71    45     -    15     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    32
    0    79    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    65    53     -    29     3     0     0  6800  1605     0     0  8254    19     -     -     0   146     1
    2    82    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    75    53     -    30     3     0     0  6800  1725     0     0  8254    19     -     -     0     0    10
    2    77    45     -    23     3     0     0  6800  1590     0     0  5563    15     -     -     0     0     0
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   282     1
    1    75    53     -    30     3     0     0  6800  1725     0     0  8254    19     -     -     0   132   133
    2    71    45     -    15     3     0     0  6800  1350     0     0  5563    15     -     -     0   275     2
    0    66    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    99    54     -    34     4     0     0  6800  1905     0     0  8254    19     -     -     0   144     2
    2    77    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0     4     0
    0    72    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   129    54     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0   145     2
    2    71    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     0
    0    67    46     -     9     2     0     0  6800  1350     0     0  5621    15     -     -     0     0    32
    1   114    54     -    32     5     0     0  6800  1905     0     0  8254    19     -     -     0    84     0
    2    77    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0    86     2
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0    21     0
    1   124    55     -    16     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    68    45     -    19     3     0     0  6800  1425     0     0  5563    15     -     -     0     0     0
    0    72    46     -    16     5     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   105    54     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0    66     4
    2    84    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -     9     2     0     0  6800  1350     0     0  5621    15     -     -     0   279     2
    1    87    54     -    31     3     0     0  6800  1800     0     0  8254    19     -     -     0   208    17
    2    70    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0   284     9
    0    63    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    53     -    22     4     0     0  6800  1350     0     0  8254    19     -     -     0    11     0
    2    72    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0   282     1
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0    11     0
    2    82    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     5     0
    1   127    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0    12     0
    2    66    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    79    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   271     4
    1    92    55     -    31     4     0     0  6800  1905     0     0  8254    19     -     -     0     3     0
    2    66    45     -    11     2     0     0  6800  1350     0     0  5563    15     -     -     0     4     0
    0    70    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   239     3
    1   108    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0     6     0
    2    66    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     0
    0    62    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    28
    1    73    53     -    25     3     0     0  6800  1350     0     0  8254    19     -     -     0     0     0
    2    78    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     1     1
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    31
    1    72    53     -    33     4     0     0  6800  1500     0     0  8254    19     -     -     0     0     0
    2    67    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   549    16
    1   103    54     -    31     3     0     0  6800  1905     0     0  8254    19     -     -     0     2     0
    2    87    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   106    54     -    21     2     0     0  6800  1680     0     0  8254    19     -     -     0     0     0
    2    76    45     -    20     3     0     0  6800  1590     0     0  5563    15     -     -     0   264     6
    0    62    46     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0   276     2
    1   101    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    86     2
    2    90    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    83     1
    0    68    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   283     0
    1   106    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   134     4
    2    78    45     -    26     3     0     0  6800  1350     0     0  5563    15     -     -     0    18     0
    0    67    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   112    55     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0    80     1
    2    71    45     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0   257     7
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   260     6
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   122    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    71    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    97    55     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    18
    2    68    45     -    26     4     0     0  6800  1350     0     0  5563    15     -     -     0    81     7
    0    62    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0   168    34
    1   115    55     -    20     2     0     0  6800  1905     0     0  8254    19     -     -     0   133     4
    2    71    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     1     0
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   274     4
    1   105    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0   140     3
    2    72    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    80    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    95    54     -    24     3     0     0  6800  1710     0     0  8254    19     -     -     0     0     0
    2    69    45     -    20     3     0     0  6800  1470     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    71    53     -    26     3     0     0  6800  1515     0     0  8254    19     -     -     0   149     1
    2    78    45     -    17     3     0     0  6800  1470     0     0  5563    15     -     -     0     0     0
    0    63    46     -    11     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
