# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    86    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0    14     0
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   278     1
    1    69    53     -    18     2     0     0  6800  1440     0     0  8254    19     -     -     0   159     4
    2    67    45     -    29     5     0     0  6800  1350     0     0  5563    15     -     -     0    15     0
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    94    54     -    24     3     0     0  6800  1680     0     0  8254    19     -     -     0     0     0
    2    68    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    78     2
    0    71    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   275     2
    1    73    53     -    30     3     0     0  6800  1680     0     0  8254    19     -     -     0    18    19
    2    83    45     -    22     3     0     0  6800  1590     0     0  5563    15     -     -     0   273     3
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    66    53     -    23     2     0     0  6800  1350     0     0  8254    19     -     -     0     5     8
    2    67    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   127    55     -    32     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    79    45     -    12     3     0     0  6800  1350     0     0  5563    15     -     -     0    18     0
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   116    54     -    31     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    39
    2    78    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    63    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   243     2
    1   122    54     -    27     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     8
    2    67    45     -    12     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    71    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   268     4
    1    82    54     -    28     3     0     0  6800  1830     0     0  8254    19     -     -     0    14     0
    2    78    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0   278     2
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0    21     0
    1   109    54     -    31     4     0     0  6800  1905     0     0  8254    19     -     -     0    10     0
    2    78    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    66    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   121    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    91    45     -    19     2     0     0  6800  1530     0     0  5563    15     -     -     0   278     2
    0    70    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   111    55     -    28     4     0     0  6800  1905     0     0  8254    19     -     -     0   145    17
    2    78    45     -    21     2     0     0  6800  1530     0     0  5563    15     -     -     0     0     0
    0    63    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0    24     0
    1    90    53     -    30     3     0     0  6800  1500     0     0  8254    19     -     -     0   132    18
    2    69    45     -    29     3     0     0  6800  1350     0     0  5563    15     -     -     0     9     0
    0    72    46     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0   259     7
    1   102    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   246     9
    2    70    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     9
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    34
    1   114    54     -    25     3     0     0  6800  1425     0     0  8254    19     -     -     0   143    11
    2    67    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   118    55     -    35     4     0     0  6800  1905     0     0  8254    19     -     -     0    39    14
    2    79    45     -    11     2     0     0  6800  1425     0     0  5563    15     -     -     0     0     0
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0    24     1
    1   116    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     1    18
    2    68    45     -    23     3     0     0  6800  1425     0     0  5563    15     -     -     0    70     3
    0    62    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   100    55     -    31     4     0     0  6800  1905     0     0  8254    19     -     -     0     0    11
    2    69    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    14     0
    1    96    54     -    23     3     0     0  6800  1650     0     0  8254    19     -     -     0    84     0
    2    79    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0    20     0
    0    68    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   274     3
    1    75    54     -    36     4     0     0  6800  1650     0     0  8254    19     -     -     0   179   153
    2    83    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0    84     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    36
    1    70    54     -    28     3     0     0  6800  1725     0     0  8254    19     -     -     0   137     3
    2    80    45     -    14     2     0     0  6800  1350     0     0  5563    15     -     -     0    77     2
    0    74    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     3     0
    1   106    55     -    27     3     0     0  6800  1875     0     0  8254    19     -     -     0     0     0
    2    75    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0   275     2
    1    87    54     -    23     3     0     0  6800  1875     0     0  8254    19     -     -     0    10     9
    2   101    46     -    22     3     0     0  6800  1665     0     0  5563    15     -     -     0     0     0
    0    72    46     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    63    53     -    23     2     0     0  6800  1470     0     0  8254    19     -     -     0    13    14
    2   101    45     -    16     3     0     0  6800  1665     0     0  5563    15     -     -     0   370     4
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   286     2
    1    73    53     -    31     3     0     0  6800  1470     0     0  8254    19     -     -     0     0     0
    2    79    45     -    17     3     0     0  6800  1455     0     0  5563    15     -     -     0     3    31
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    75    53     -    26     3     0     0  6800  1470     0     0  8254    19     -     -     0   143     3
    2    78    45     -    23     3     0     0  6800  1515     0     0  5563    15     -     -     0     8     0
    0    72    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     9     0
    1    85    53     -    27     3     0     0  6800  1755     0     0  8254    19     -     -     0     0     0
    2    73    45     -    24     3     0     0  6800  1515     0     0  5563    15     -     -     0     0     0
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0    24     7
    1   120    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   146     1
    2    69    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    12     0
    0   107    48     -    26     9     0     0  6800  1905     0     0  5621    15     -     -     0     0     0
    1    92    54     -    33     4     0     0  6800  1905     0     0  8254    19     -     -     0    70     3
    2    74    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     9
    0    79    47     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    70    53     -    20     3     0     0  6800  1545     0     0  8254    19     -     -     0     0     0
    2    89    46     -    20     4     0     0  6800  1725     0     0  5563    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    69    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0    27     0
    1    92    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0     3     0
    2    76    45     -    19     3     0     0  6800  1545     0     0  5563    15     -     -     0     0     0
    0    62    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0    10    29
    1    93    53     -    20     3     0     0  6800  1515     0     0  8254    19     -     -     0    74     2
    2    72    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    52     0
    1    67    53     -    28     3     0     0  6800  1620     0     0  8254    19     -     -     0    15     0
    2    67    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     2
    0    62    47     -    11     4     0     0  6800  1350     0     0  5621    15     -     -     0   265     5
    1   101    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    56     0
    2    69    45     -    18     4     0     0  6800  1350     0     0  5563    15     -     -     0    73     3
    0    62    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0    11     0
    1    98    54     -    20     2     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    72    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    31
    0    71    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0    18     0
    1    95    53     -    35     4     0     0  6800  1695     0     0  8254    19     -     -     0     0     0
    2    68    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0   260     6
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    96    53     -    25     3     0     0  6800  1860     0     0  8254    19     -     -     0    18     0
    2   126    46     -    23     2     0     0  6800  1890     0     0  5563    15     -     -     0   270     4
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   275     2
    1   101    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0   137     3
    2    94    47     -    20     4     0     0  6800  1890     0     0  5563    15     -     -     0     0     0
    0    70    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    72     3
    2    67    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0    17     0
    0    62    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   246     1
    1   115    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0    15     0
    2    67    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0    47     1
    0    67    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   283     0
    1   116    55     -    31     3     0     0  6800  1905     0     0  8254    19     -     -     0   152     0
    2    78    46     -    25     4     0     0  6800  1575     0     0  5563    15     -     -     0     0     0
    0    79    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   281     1
    1    66    53     -    24     2     0     0  6800  1395     0     0  8254    19     -     -     0  1328     0
    2    71    46     -    20     4     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    67    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    78    53     -    30     3     0     0  6800  1425     0     0  8254    19     -     -     0   140    10
    2    67    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0    26     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    96    53     -    24     3     0     0  6800  1620     0     0  8254    19     -     -     0     0     0
    2    78    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0   404     4
    0    70    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   278     2
    1    83    53     -    35     4     0     0  6800  1485     0     0  8254    19     -     -     0    79     1
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    66    46     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   265     5
    1    97    53     -    32     4     0     0  6800  1770     0     0  8254    19     -     -     0     0     0
    2    83    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    66    47     -    16     5     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    53     -    26     3     0     0  6800  1470     0     0  8254    19     -     -     0     0     0
    2    78    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0    92     1
    0    74    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    70    53     -    28     3     0     0  6800  1650     0     0  8254    19     -     -     0    18     1
    2    67    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0    69     0
    0    62    47     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0   280     1
    1    91    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   138    22
    2    72    45     -    21     4     0     0  6800  1350     0     0  5563    15     -     -     0   274     3
    0    82    47     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   107    54     -    22     2     0     0  6800  1905     0     0  8254    19     -     -     0   147     1
    2    67    46     -    15     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    80    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    88    54     -    32     3     0     0  6800  1905     0     0  8254    19     -     -     0    75     3
    2    72    45     -    16     2     0     0  6800  1590     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   115    54     -    33     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    81    46     -    21     3     0     0  6800  1590     0     0  5563    15     -     -     0    76     2
    0    69    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     2
    1    91    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0    72     3
    2    66    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0    79     2
    0    64    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1   116    54     -    33     3     0     0  6800  1905     0     0  8254    19     -     -     0    84     0
    2    67    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0   276     2
    0    62    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0   270     4
    1    88    53     -    24     3     0     0  6800  1695     0     0  8254    19     -     -     0   140     3
    2    71    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0    75     2
    0    65    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   261     6
    1    97    53     -    26     3     0     0  6800  1755     0     0  8254    19     -     -     0     0     0
    2    72    46     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     9
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0    29     0
    1   100    54     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    76    45     -    27     3     0     0  6800  1575     0     0  5563    15     -     -     0     0     0
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   103    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0    85     2
    2    87    45     -    12     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    99    54     -    27     3     0     0  6800  1755     0     0  8254    19     -     -     0    78     4
    2    67    45     -    13     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   282    36
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   101    54     -    20     3     0     0  6800  1905     0     0  8254    19     -     -     0   137     3
    2    83    45     -    23     2     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    62    47     -    11     4     0     0  6800  1350     0     0  5621    15     -     -     0   286     0
    1    65    53     -    25     3     0     0  6800  1380     0     0  8254    19     -     -     0     5     0
    2    72    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    70     3
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    29     0
    1   119    54     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    82    45     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    47     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     4    31
    1    95    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    91    46     -    14     2     0     0  6800  1770     0     0  5563    15     -     -     0     0     0
    0    70    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   272     3
    1    66    53     -    18     2     0     0  6800  1350     0     0  8254    19     -     -     0    14     2
    2   104    46     -    22     3     0     0  6800  1770     0     0  5563    15     -     -     0     0     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   284     0
    1    84    53     -    35     3     0     0  6800  1755     0     0  8254    19     -     -     0     0     0
    2    72    45     -    18     3     0     0  6800  1485     0     0  5563    15     -     -     0    14    35
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   282    31
    1   106    53     -    28     3     0     0  6800  1755     0     0  8254    19     -     -     0   152     0
    2   108    47     -    22     3     0     0  6800  1890     0     0  5563    15     -     -     0    85     0
    0    62    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   262     6
    1    67    53     -    26     3     0     0  6800  1560     0     0  8254    19     -     -     0    83     0
    2   104    47     -     9     2     0     0  6800  1890     0     0  5563    15     -     -     0     8    36
    0    62    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    18
    1    91    53     -    27     3     0     0  6800  1710     0     0  8254    19     -     -     0     0    20
    2    67    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0   130     1
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   104    53     -    30     3     0     0  6800  1785     0     0  8254    19     -     -     0   554   136
    2    76    46     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    67     3
    0    73    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    90    53     -    25     3     0     0  6800  1530     0     0  8254    19     -     -     0   128   539
    2    71    46     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0   265     5
    0    70    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    81    53     -    34     3     0     0  6800  1830     0     0  8254    19     -     -     0     0     0
    2    83    46     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0   264    14
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    28
    1    89    53     -    22     2     0     0  6800  1830     0     0  8254    19     -     -     0   132     4
    2    67    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    63    52     -    23     3     0     0  6800  1350     0     0  8254    19     -     -     0     0    16
    2    72    45     -    21     2     0     0  6800  1350     0     0  5563    15     -     -     0   212     1
    0    82    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    88    54     -    33     3     0     0  6800  1890     0     0  8254    19     -     -     0     0     0
    2    83    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    64     4
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    63    53     -    21     3     0     0  6800  1425     0     0  8254    19     -     -     0     9     0
    2    73    46     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0     0    37
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    21    34
    1    77    52     -    27     3     0     0  6800  1350     0     0  8254    19     -     -     0    14     0
    2    67    45     -    15     3     0     0  6800  1350     0     0  5563    15     -     -     0   409     2
    0    72    47     -    16     5     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    69    52     -    26     2     0     0  6800  1350     0     0  8254    19     -     -     0    70     3
    2    72    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0   275     0
    0    67    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   257     7
    1    71    52     -    29     2     0     0  6800  1560     0     0  8254    19     -     -     0    82     1
    2    80    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0     5     0
    0    62    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     1     0
    1   119    53     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0   208    16
    2    67    46     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0    12     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    15    17
    1   101    53     -    29     4     0     0  6800  1905     0     0  8254    19     -     -     0     0    20
    2    82    45     -    18     2     0     0  6800  1455     0     0  5563    15     -     -     0    84     0
    0    68    47     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   117    53     -    36     3     0     0  6800  1905     0     0  8254    19     -     -     0    77     2
    2    70    46     -    26     3     0     0  6800  1455     0     0  5563    15     -     -     0    16     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    91    54     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     2
    2    71    46     -    23     3     0     0  6800  1485     0     0  5563    15     -     -     0    76     2
    0    69    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1   101    54     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    92    46     -    12     2     0     0  6800  1545     0     0  5563    15     -     -     0   279     1
    0    70    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   472     0
    1    83    53     -    28     4     0     0  6800  1695     0     0  8254    19     -     -     0     6    16
    2    89    46     -    21     3     0     0  6800  1605     0     0  5563    15     -     -     0    85     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   266     5
    1    92    53     -    37     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    84    46     -    15     3     0     0  6800  1605     0     0  5563    15     -     -     0     0     0
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   283     1
    1   114    54     -    19     2     0     0  6800  1905     0     0  8254    19     -     -     0    76     2
    2    72    46     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0    84     1
    0    69    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    17     0
    1    86    53     -    24     3     0     0  6800  1530     0     0  8254    19     -     -     0     0    17
    2    67    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0   269     4
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   261     6
    1    90    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0     3    19
    2    67    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   282     0
    1   112    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0   439   371
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    69    45     -    21     3     0     0  6800  1440     0     0  5563    15     -     -     0     0     0
    0    78    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   114    54     -    28     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    67    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    17     0
    0    72    47     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0   284     0
    1   102    54     -    20     2     0     0  6800  1905     0     0  8254    19     -     -     0     0    15
    2    68    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0    77     2
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    81    53     -    25     3     0     0  6800  1605     0     0  8254    19     -     -     0     0     0
    2    83    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0    77    19
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   278     2
    1    63    53     -    26     3     0     0  6800  1530     0     0  8254    19     -     -     0     0     0
    2    72    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   502    16
    1    89    53     -    26     3     0     0  6800  1725     0     0  8254    19     -     -     0   145     1
    2    68    46     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0    26     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    72    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   115    54     -    34     4     0     0  6800  1905     0     0  8254    19     -     -     0   265     3
    2    67    45     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0   275     2
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   107    54     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0   151    12
    2    72    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     1
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   283     1
    1    62    53     -    21     3     0     0  6800  1410     0     0  8254    19     -     -     0     0     0
    2    66    45     -    28     4     0     0  6800  1350     0     0  5563    15     -     -     0     0    32
    0    80    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1    81    53     -    33     4     0     0  6800  1710     0     0  8254    19     -     -     0     0     0
    2    80    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    84     1
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   283     0
    1    95    53     -    30     3     0     0  6800  1755     0     0  8254    19     -     -     0   714   183
    2    66    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    84     0
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   282     1
    1   101    55     -    32     4     0     0  6800  1905     0     0  8254    19     -     -     0     4     0
    2    76    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0     3     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   109    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    88    45     -    27     3     0     0  6800  1545     0     0  5563    15     -     -     0   275     2
    0    79    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    53     -    24     3     0     0  6800  1680     0     0  8254    19     -     -     0    81     1
    2    79    45     -    21     3     0     0  6800  1545     0     0  5563    15     -     -     0    85     0
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   172     2
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
