5,0
4,1
6,1
8,1
6,1
3,46
10,46
5,46
6,46
2,46
9,46
5,46
7,46
4,46
6,46
8,46
10,46
1,46
2,46
1,46
8,46
9,46
1,46
1,46
1,46
3,46
9,46
10,46
6,46
1,46
3,46
6,46
6,46
1,46
8,46
5,46
0,46
0,46
0,46
6,46
7,46
4,46
4,46
3,46
1,46
9,46
14,46
19,46
10,46
11,46
15,46
24,46
19,46
8,46
5,46
6,46
7,46
6,46
0,46
1,46
0,46
7,46
2,46
2,46
0,46
0,46
1,46
0,46
0,46
7,46
8,46
13,46
21,46
18,46
29,46
30,46
33,46
29,46
22,46
24,46
27,46
22,46
24,46
17,46
18,46
21,46
31,46
29,46
31,46
33,46
30,46
31,46
47,46
50,46
66,46
66,46
59,46
54,46
55,46
50,46
47,46
54,46
48,46
44,46
31,46
33,46
59,46
80,46
73,46
79,46
76,46
66,46
66,46
67,46
76,46
72,46
54,46
56,46
59,46
89,46
98,46
94,46
101,46
109,46
99,46
93,46
71,46
55,46
61,46
78,46
77,46
64,46
56,46
63,46
56,46
57,46
43,46
48,46
46,46
46,46
33,46
33,46
61,46
53,46
32,46
39,46
41,46
47,46
38,46
34,46
29,46
38,46
45,46
54,46
56,46
32,46
29,46
37,46
34,46
25,46
20,46
15,46
21,46
22,46
29,46
30,46
30,46
21,46
18,46
24,46
23,46
18,46
12,46
7,46
6,46
0,46
2,46
2,46
3,46
0,46
1,46
1,46
7,46
3,46
0,46
0,46
7,46
13,46
21,46
23,46
23,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
0,46
3,46
13,46
19,46
20,46
17,46
19,46
15,46
15,46
13,46
12,46
11,46
10,46
12,46
2,46
6,46
4,46
7,46
4,46
3,46
4,46
2,46
3,46
3,46
0,46
7,46
7,46
0,46
1,46
1,46
9,46
9,46
13,46
26,46
31,46
23,46
45,46
40,46
33,46
35,46
31,46
22,46
22,46
15,46
9,46
3,46
6,46
2,46
0,46
10,46
38,46
68,46
73,46
61,46
85,46
74,46
69,46
109,46
111,46
116,46
113,46
100,46
110,46
109,46
111,46
86,46
94,46
82,46
75,46
80,46
77,46
68,46
71,46
85,46
90,46
82,46
81,46
62,46
66,46
94,46
110,46
98,46
101,46
98,46
78,46
76,46
71,46
64,46
62,46
48,46
34,46
56,46
59,46
58,46
40,46
29,46
28,46
39,46
30,46
32,46
25,27
18,27
13,27
12,18
10,18
10,18
16,13
10,13
15,13
25,11
18,11
28,11
25,10
15,10
12,10
14,9
17,9
18,9
11,9
2,9
13,9
25,9
17,9
22,9
22,9
11,9
16,9
18,9
16,9
13,9
5,9
0,9
1,9
11,9
13,9
11,9
10,9
6,9
5,9
8,9
10,9
7,9
4,9
0,9
7,9
13,9
11,9
11,9
6,9
6,9
1,9
1,9
0,9
2,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
1,9
2,9
6,9
4,9
18,9
17,9
19,9
23,9
28,9
23,9
27,9
27,9
24,9
22,9
18,9
16,9
23,9
39,9
39,9
30,9
25,9
23,9
22,9
29,9
32,10
22,10
22,10
63,10
109,10
115,10
114,10
118,10
101,10
106,10
87,10
89,10
75,10
73,10
73,10
105,10
101,10
95,10
74,10
80,10
89,10
80,10
86,10
98,10
83,10
89,10
94,10
85,10
91,10
73,10
71,10
79,10
63,10
48,10
44,10
58,10
62,10
80,10
78,10
72,10
80,10
87,10
73,10
74,10
67,10
58,10
39,10
39,10
35,10
39,10
44,10
39,10
46,10
60,10
57,10
54,10
43,10
32,10
36,10
25,10
28,10
20,10
20,10
18,10
18,10
20,10
16,10
22,10
19,10
27,10
32,10
25,10
33,10
28,10
24,10
21,10
21,10
22,10
21,10
23,10
20,10
19,10
14,10
22,10
23,10
30,10
32,10
28,10
35,10
33,10
29,10
28,10
22,10
22,10
31,10
29,10
26,10
24,10
20,10
25,10
17,10
17,10
19,10
15,10
12,10
17,10
20,10
20,10
15,10
17,10
22,10
20,10
15,10
14,10
17,10
25,10
29,10
34,10
24,10
34,10
32,10
31,10
25,10
39,10
23,10
33,10
43,10
37,10
28,10
28,10
28,10
35,10
33,10
23,10
17,10
12,10
19,10
15,11
25,11
36,11
33,11
48,11
56,11
49,11
99,11
117,11
120,11
138,11
126,11
122,11
109,11
86,11
91,11
94,11
88,11
83,11
70,11
72,11
68,11
61,11
45,11
36,11
28,11
39,11
77,11
98,11
104,11
111,11
107,11
92,11
84,11
95,11
96,11
97,11
80,11
88,11
75,11
68,11
60,11
43,11
37,11
35,11
34,11
36,11
42,11
39,11
29,11
44,11
40,11
32,11
28,11
21,11
27,11
15,11
13,11
16,11
17,11
10,11
13,11
18,11
12,11
10,11
11,11
13,11
13,11
9,11
7,11
2,11
0,11
0,11
3,11
10,11
6,11
8,11
12,11
21,11
35,11
41,11
33,11
33,11
43,11
39,11
42,11
34,11
37,11
36,11
41,11
39,11
35,11
33,11
29,11
30,11
21,11
28,11
23,11
29,11
35,11
30,11
39,11
30,11
28,11
25,11
24,11
20,11
27,11
27,11
23,11
24,11
19,11
17,11
12,11
11,11
12,11
13,11
20,11
21,11
20,11
20,11
28,11
33,11
19,11
20,11
27,11
33,11
29,11
33,11
25,11
28,11
35,11
57,11
64,11
80,11
91,11
84,11
73,11
73,11
68,11
59,11
74,11
77,11
70,11
61,11
56,11
57,11
50,11
45,11
46,11
43,11
65,11
103,11
119,11
96,11
100,11
89,11
96,11
76,11
92,11
89,11
93,11
82,11
79,11
59,11
65,11
73,11
85,11
82,11
84,11
79,11
85,11
84,11
91,11
87,11
75,11
78,11
66,11
64,11
71,11
62,11
49,11
46,11
38,11
32,11
22,11
16,11
26,11
23,11
17,11
19,11
13,11
20,11
19,11
23,11
31,11
29,11
24,11
17,11
17,11
16,11
16,11
12,11
12,11
5,11
4,11
10,11
11,11
7,11
1,11
0,11
2,11
5,11
8,11
5,11
4,11
1,11
10,11
7,11
12,11
1,11
5,11
6,11
3,11
0,11
0,11
6,11
9,11
3,11
2,11
1,11
3,11
1,11
3,11
12,11
21,11
25,11
11,11
14,11
19,11
11,11
9,11
3,11
2,11
3,11
6,11
13,11
15,11
14,11
15,11
9,11
11,11
15,11
14,11
12,11
14,11
11,11
11,11
12,11
11,11
7,11
2,11
7,11
8,11
4,11
4,11
7,11
3,11
7,11
12,11
7,11
5,11
9,11
4,11
7,11
2,11
12,11
17,11
16,11
10,11
12,11
27,11
23,11
20,11
14,11
15,11
12,11
18,11
12,11
14,11
19,11
20,11
19,11
20,11
17,11
12,11
14,11
15,10
12,10
23,10
24,10
21,10
23,10
24,9
23,9
27,9
35,9
35,9
42,9
34,9
34,9
31,9
27,9
26,9
14,9
18,9
20,9
10,9
13,9
27,9
40,9
33,9
34,9
35,9
29,9
23,9
18,9
25,9
24,9
25,9
24,9
24,9
14,9
11,9
12,9
10,9
10,9
10,9
13,9
20,9
16,9
19,9
16,9
13,9
8,9
12,9
20,9
17,9
8,9
15,9
6,9
11,9
14,9
12,9
11,9
8,9
4,9
10,9
2,9
1,9
2,9
10,9
10,9
11,9
10,9
6,9
9,9
8,9
8,9
10,9
26,9
32,9
27,9
26,9
20,9
25,9
25,9
19,9
12,9
18,9
16,9
12,9
14,9
22,9
21,9
20,9
23,9
23,9
16,9
6,9
12,9
8,9
1,9
3,9
4,9
17,9
17,9
10,9
6,9
16,9
25,9
19,9
25,9
19,9
25,9
19,9
12,9
14,9
21,9
18,9
21,9
20,9
13,9
20,9
19,9
10,9
16,9
27,9
28,9
21,9
16,9
9,9
15,9
21,9
21,9
14,9
22,9
28,9
27,9
28,9
29,9
22,9
20,9
20,9
17,9
18,9
26,9
25,9
21,8
30,8
25,8
24,7
28,7
29,7
22,7
21,7
22,7
34,7
55,7
55,7
47,7
45,7
41,7
37,7
34,7
34,7
36,7
47,7
39,7
34,6
36,6
32,6
30,5
29,5
32,5
33,4
29,4
20,4
28,4
33,4
23,4
16,4
20,4
27,4
20,4
25,4
26,4
5,4
4,4
6,4
8,4
6,4
3,4
10,4
5,4
6,4
2,4
9,4
5,4
7,4
4,4
6,4
8,4
10,4
1,4
2,4
1,4
8,4
9,4
1,4
1,4
1,4
3,4
9,4
10,4
6,4
1,4
3,4
6,4
6,4
1,4
8,4
5,4
0,4
0,4
0,4
6,4
7,4
4,4
4,4
3,4
1,4
9,4
14,4
19,4
10,4
11,4
15,4
24,4
19,4
8,4
5,4
6,4
7,4
6,4
0,4
1,4
0,4
7,4
2,4
2,4
0,4
0,4
1,4
0,4
0,4
7,4
8,4
13,4
21,4
18,4
29,4
30,4
33,4
29,4
22,4
24,5
27,5
22,5
24,5
17,5
18,5
21,5
31,5
29,5
31,5
33,5
30,5
31,6
47,6
50,6
66,6
66,6
59,6
54,6
55,6
50,6
47,6
54,6
48,6
44,7
31,7
33,7
59,7
80,7
73,59
79,59
76,59
66,59
66,59
67,59
76,59
72,59
54,59
56,59
59,59
89,59
98,59
94,59
101,59
109,59
99,59
93,59
71,59
55,59
61,59
78,59
77,59
64,59
56,59
63,59
56,59
57,59
43,59
48,59
46,59
46,59
33,59
33,59
61,59
53,59
32,59
39,59
41,59
47,59
38,59
34,59
29,59
38,59
45,59
54,59
56,59
32,59
29,59
37,59
34,59
25,59
20,59
15,59
21,59
22,59
29,59
30,59
30,59
21,59
18,59
24,59
23,59
18,29
12,29
7,29
6,14
0,14
2,14
2,7
3,7
0,7
1,3
1,3
7,3
3,1
0,1
0,1
7,0
13,0
21,0
23,0
23,0
0,0
0,0
,0
,0
,0
,0
,0
,0
,0
,0
