lstm-maxclass-2365,16,10,16,0,78.391624,24.3
lstm-maxclass-2365,16,10,512,0,33.38402,29.6
lstm-maxclass-2365,16,10,64,0,16.51606,24.4
lstm-maxclass-2365,16,20,16,0,16.833214,23.1
lstm-maxclass-2365,16,20,512,0,35.785336,28.2
lstm-maxclass-2365,16,20,64,0,23.372902,25.1
lstm-maxclass-2365,16,30,16,0,10.629926,23.8
lstm-maxclass-2365,16,30,512,0,23.261917,25.4
lstm-maxclass-2365,16,30,64,0,12.039353,23.8
lstm-maxclass-2365,16,50,16,0,83.22121,24.7
lstm-maxclass-2365,16,50,512,0,15.986031,26.3
lstm-maxclass-2365,16,50,64,0,9.8791275,25.8
lstm-maxclass-2365,16,70,16,0,93.11378,23.9
lstm-maxclass-2365,16,70,512,0,17.30262,25.0
lstm-maxclass-2365,16,70,64,0,12.498901,24.1
lstm-maxclass-2365,2,10,16,0,5.8884816,27.2
lstm-maxclass-2365,2,10,1,0,4.274971,27.0
lstm-maxclass-2365,2,10,512,0,22.931126,32.4
lstm-maxclass-2365,2,10,64,0,8.205736,27.7
lstm-maxclass-2365,2,20,16,0,5.579991,27.3
lstm-maxclass-2365,2,20,1,0,4.144446,27.2
lstm-maxclass-2365,2,20,512,0,19.934425,30.5
lstm-maxclass-2365,2,20,64,0,7.7974963,27.9
lstm-maxclass-2365,2,30,16,0,5.05588,27.4
lstm-maxclass-2365,2,30,1,0,4.5134764,28.0
lstm-maxclass-2365,2,30,512,0,15.294563,29.7
lstm-maxclass-2365,2,30,64,0,6.3535385,28.7
lstm-maxclass-2365,2,50,16,0,4.2821255,26.7
lstm-maxclass-2365,2,50,1,0,4.4398603,26.4
lstm-maxclass-2365,2,50,512,0,11.333564,26.2
lstm-maxclass-2365,2,50,64,0,5.433561,27.2
lstm-maxclass-2365,2,70,16,0,4.5505733,27.8
lstm-maxclass-2365,2,70,1,0,4.8011527,28.6
lstm-maxclass-2365,2,70,512,0,9.919753,28.1
lstm-maxclass-2365,2,70,64,0,5.31275,28.2
lstm-maxclass-2365,4,10,16,0,6.7358594,26.2
lstm-maxclass-2365,4,10,512,0,25.0685,30.6
lstm-maxclass-2365,4,10,64,0,9.211221,27.0
lstm-maxclass-2365,4,20,16,0,18.522133,25.0
lstm-maxclass-2365,4,20,512,0,21.94733,28.5
lstm-maxclass-2365,4,20,64,0,8.465379,24.4
lstm-maxclass-2365,4,30,16,0,5.7240405,25.9
lstm-maxclass-2365,4,30,512,0,16.758583,27.8
lstm-maxclass-2365,4,30,64,0,7.342852,26.6
lstm-maxclass-2365,4,50,16,0,5.704361,24.9
lstm-maxclass-2365,4,50,512,0,14.305397,25.4
lstm-maxclass-2365,4,50,64,0,7.039985,25.9
lstm-maxclass-2365,4,70,16,0,16.526104,25.9
lstm-maxclass-2365,4,70,512,0,11.698417,26.2
lstm-maxclass-2365,4,70,64,0,6.5166593,27.0
lstm-maxclass-2365,8,10,16,0,8.364433,25.3
lstm-maxclass-2365,8,10,512,0,26.013847,29.7
lstm-maxclass-2365,8,10,64,0,10.952504,26.2
lstm-maxclass-2365,8,20,16,0,9.567338,23.5
lstm-maxclass-2365,8,20,512,0,27.094406,28.4
lstm-maxclass-2365,8,20,64,0,12.3905,24.3
lstm-maxclass-2365,8,30,16,0,6.337527,24.6
lstm-maxclass-2365,8,30,512,0,17.654715,25.6
lstm-maxclass-2365,8,30,64,0,7.778617,25.5
lstm-maxclass-2365,8,50,16,0,46.240612,24.8
lstm-maxclass-2365,8,50,512,0,14.723164,25.8
lstm-maxclass-2365,8,50,64,0,8.466571,24.1
lstm-maxclass-2365,8,70,16,0,39.703926,24.2
lstm-maxclass-2365,8,70,512,0,12.826475,24.6
lstm-maxclass-2365,8,70,64,0,7.4154954,23.3
