textcnn-69,16,10,16,0,1.4802201,98.3
textcnn-69,16,10,512,0,22.097643,18.4
textcnn-69,16,10,64,0,3.6505392,4.7
textcnn-69,16,20,16,0,1.4961399,97.7
textcnn-69,16,20,512,0,22.47235,18.9
textcnn-69,16,20,64,0,3.4635687,4.3
textcnn-69,16,30,16,0,1.4251035,99.9
textcnn-69,16,30,512,0,22.36055,18.7
textcnn-69,16,30,64,0,3.7140932,4.7
textcnn-69,16,50,16,0,1.4773072,100.4
textcnn-69,16,50,512,0,22.87994,19.3
textcnn-69,16,50,64,0,3.7438107,5.4
textcnn-69,16,70,16,0,1.4315851,96.3
textcnn-69,16,70,512,0,23.40699,19.3
textcnn-69,16,70,64,0,3.3336577,4.1
textcnn-69,2,10,16,0,1.8066492,3.3
textcnn-69,2,10,1,0,107.61523,109.0
textcnn-69,2,10,512,0,23.223656,19.9
textcnn-69,2,10,64,0,3.4135857,4.5
textcnn-69,2,20,16,0,1.6218015,3.5
textcnn-69,2,20,1,0,0.6258269,118.0
textcnn-69,2,20,512,0,24.555233,20.8
textcnn-69,2,20,64,0,3.3890753,4.4
textcnn-69,2,30,16,0,1.5609399,3.2
textcnn-69,2,30,1,0,0.6320221,2.4
textcnn-69,2,30,512,0,23.763157,20.5
textcnn-69,2,30,64,0,3.088202,4.1
textcnn-69,2,50,16,0,1.5905806,3.3
textcnn-69,2,50,1,0,0.62325144,108.3
textcnn-69,2,50,512,0,23.695227,20.6
textcnn-69,2,50,64,0,3.718451,4.7
textcnn-69,2,70,16,0,1.7405154,3.5
textcnn-69,2,70,1,0,104.63773,2.1
textcnn-69,2,70,512,0,23.34517,20.5
textcnn-69,2,70,64,0,3.4176397,4.5
textcnn-69,4,10,16,0,1.3960202,93.3
textcnn-69,4,10,512,0,23.644514,20.0
textcnn-69,4,10,64,0,3.5954769,4.8
textcnn-69,4,20,16,0,93.191605,94.7
textcnn-69,4,20,512,0,24.634485,20.9
textcnn-69,4,20,64,0,3.7034693,4.7
textcnn-69,4,30,16,0,1.3443099,93.9
textcnn-69,4,30,512,0,23.377901,20.0
textcnn-69,4,30,64,0,3.7011538,4.5
textcnn-69,4,50,16,0,2.1361175,95.3
textcnn-69,4,50,512,0,23.702904,19.9
textcnn-69,4,50,64,0,3.6424668,4.9
textcnn-69,4,70,16,0,1.3672115,97.5
textcnn-69,4,70,512,0,24.36605,21.0
textcnn-69,4,70,64,0,3.7250497,4.7
textcnn-69,8,10,16,0,1.4468666,100.7
textcnn-69,8,10,512,0,23.155663,19.5
textcnn-69,8,10,64,0,3.8830247,4.9
textcnn-69,8,20,16,0,1.4882661,85.1
textcnn-69,8,20,512,0,22.04118,18.4
textcnn-69,8,20,64,0,3.7879598,4.8
textcnn-69,8,30,16,0,1.354357,102.3
textcnn-69,8,30,512,0,23.550749,19.7
textcnn-69,8,30,64,0,3.6160753,4.6
textcnn-69,8,50,16,0,84.8131,86.2
textcnn-69,8,50,512,0,23.018532,19.3
textcnn-69,8,50,64,0,3.624133,4.6
textcnn-69,8,70,16,0,1.4374136,100.7
textcnn-69,8,70,512,0,22.076906,18.6
textcnn-69,8,70,64,0,3.7385442,4.7
