2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
1,2,0
1,2,10
1,2,10
2,2,30
1,2,0
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
2,2,30
2,2,30
2,2,30
2,2,30
2,2,30
2,2,30
2,2,30
2,2,30
2,2,30
2,2,30
1,2,0
2,2,30
1,2,0
2,2,30
1,2,0
2,2,30
1,2,0
1,2,0
2,2,30
2,2,30
1,2,0
2,2,30
1,2,0
1,2,0
1,2,0
1,2,0
2,2,30
1,2,0
2,2,30
1,2,0
1,2,0
2,2,30
1,2,0
1,2,0
1,2,0
2,2,30
2,2,30
1,2,0
1,2,0
2,2,30
1,2,0
1,2,0
1,2,0
1,2,0
2,2,30
2,2,30
1,2,0
1,2,0
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
2,2,30
1,2,0
1,2,0
2,2,30
1,2,0
1,2,0
2,2,30
1,2,0
1,2,0
2,2,30
1,2,0
1,2,0
1,2,10
2,2,30
1,2,0
1,2,0
1,2,10
