1.0	0.0	100.0
11.0	0.0	0.0
11.0	0.0	0.0
31.0	0.0	0.0
31.0	0.0	0.0
61.0	0.0	0.0
81.0	40.0	56.34
111.0	70.0	69.31
141.0	100.0	76.34
171.0	130.0	80.75
201.0	160.0	83.77
231.0	190.0	85.97
261.0	220.0	87.65
291.0	250.0	88.97
321.0	280.0	90.03
351.0	309.0	90.62
381.0	340.0	91.64
411.0	370.0	92.27
441.0	400.0	92.81
471.0	429.0	93.06
501.0	459.0	93.48
531.0	489.0	93.86
561.0	518.0	94.01
591.0	546.0	93.98
621.0	573.0	93.78
651.0	595.0	92.82
681.0	619.0	92.25
711.0	642.0	91.58
741.0	672.0	91.93
771.0	701.0	92.12
801.0	730.0	92.29
831.0	761.0	92.69
861.0	791.0	92.95
891.0	821.0	93.19
921.0	851.0	93.41
951.0	881.0	93.62
981.0	911.0	93.82
1011.0	941.0	94.01
1041.0	971.0	94.18
1071.0	1001.0	94.34
1101.0	1031.0	94.5
1131.0	1061.0	94.65
1161.0	1091.0	94.79
1191.0	1121.0	94.92
1221.0	1151.0	95.05
1251.0	1179.0	95.0
1281.0	1211.0	95.28
1311.0	1240.0	95.31
1341.0	1271.0	95.49
1371.0	1301.0	95.59
1401.0	1330.0	95.61
1431.0	1361.0	95.78
1461.0	1391.0	95.86
1491.0	1421.0	95.95
1521.0	1451.0	96.03
1551.0	1481.0	96.11
1581.0	1511.0	96.18
1611.0	1541.0	96.25
1641.0	1571.0	96.32
1671.0	1601.0	96.39
1701.0	1630.0	96.39
1731.0	1661.0	96.51
1761.0	1691.0	96.57
1791.0	1720.0	96.57
1821.0	1751.0	96.69
1851.0	1780.0	96.69
1881.0	1811.0	96.79
1911.0	1841.0	96.84
1941.0	1871.0	96.89
1971.0	1901.0	96.94
2001.0	1930.0	96.94
2031.0	1961.0	97.03
2061.0	1991.0	97.07
2091.0	2021.0	97.12
2121.0	2051.0	97.16
2151.0	2081.0	97.2
2181.0	2110.0	97.19
2211.0	2141.0	97.27
2241.0	2170.0	97.27
2271.0	2201.0	97.35
2301.0	2231.0	97.38
2331.0	2261.0	97.41
2361.0	2291.0	97.45
2391.0	2321.0	97.48
2421.0	2351.0	97.51
2451.0	2381.0	97.54
2481.0	2411.0	97.57
2511.0	2441.0	97.6
2541.0	2471.0	97.63
2571.0	2499.0	97.58
2601.0	2531.0	97.68
2631.0	2561.0	97.71
2661.0	2591.0	97.74
2691.0	2621.0	97.76
2721.0	2651.0	97.79
2751.0	2681.0	97.81
2781.0	2711.0	97.83
2811.0	2741.0	97.86
2841.0	2770.0	97.85
2871.0	2801.0	97.9
2901.0	2831.0	97.92
2931.0	2861.0	97.95
2961.0	2891.0	97.97
2991.0	2921.0	97.99
3021.0	2951.0	98.01
3051.0	2981.0	98.03
3081.0	3011.0	98.05
