1.0	0.0	98.99
51.0	0.0	0.0
51.0	0.0	0.0
151.0	0.0	0.0
151.0	0.0	0.0
301.0	0.0	0.0
351.0	0.0	0.0
501.0	0.0	0.0
601.0	0.0	0.0
751.0	0.0	0.0
901.0	0.0	0.0
1051.0	0.0	0.0
1201.0	0.0	0.0
1351.0	0.0	0.0
1501.0	0.0	0.0
1651.0	0.0	0.0
1801.0	0.0	0.0
1951.0	0.0	0.0
2101.0	0.0	0.0
2251.0	0.0	0.0
2401.0	0.0	0.0
2551.0	0.0	0.0
2701.0	0.0	0.0
2851.0	0.0	0.0
3001.0	0.0	0.0
3151.0	0.0	0.0
3301.0	0.0	0.0
3451.0	0.0	0.0
3601.0	0.0	0.0
3751.0	0.0	0.0
3901.0	0.0	0.0
4051.0	0.0	0.0
4201.0	0.0	0.0
4351.0	0.0	0.0
4501.0	0.0	0.0
4651.0	0.0	0.0
4801.0	0.0	0.0
4951.0	0.0	0.0
5101.0	0.0	0.0
5251.0	0.0	0.0
5401.0	0.0	0.0
5551.0	0.0	0.0
5701.0	0.0	0.0
5851.0	0.0	0.0
6001.0	0.0	0.0
6151.0	0.0	0.0
6301.0	0.0	0.0
6351.0	0.0	0.0
6501.0	0.0	0.0
6651.0	0.0	0.0
6801.0	0.0	0.0
6951.0	0.0	0.0
7101.0	0.0	0.0
7251.0	0.0	0.0
7401.0	0.0	0.0
7551.0	0.0	0.0
7701.0	0.0	0.0
7851.0	0.0	0.0
8001.0	24.0	0.3
8151.0	40.0	0.49
8301.0	56.0	0.68
8451.0	67.0	0.8
8601.0	67.0	0.78
8751.0	91.0	1.05
8901.0	128.0	1.45
9051.0	158.0	1.76
9201.0	214.0	2.34
9351.0	221.0	2.38
9501.0	232.0	2.45
9651.0	257.0	2.68
9801.0	270.0	2.77
9951.0	349.0	3.52
10101.0	497.0	4.94
10251.0	600.0	5.88
10401.0	679.0	6.56
10551.0	794.0	7.56
10701.0	893.0	8.38
10851.0	1026.0	9.5
11001.0	1133.0	10.35
11151.0	1218.0	10.97
11301.0	1355.0	12.04
11451.0	1504.0	13.19
11601.0	1651.0	14.29
11751.0	1788.0	15.28
11901.0	1941.0	16.38
12051.0	2085.0	17.37
12201.0	2236.0	18.4
12351.0	2386.0	19.4
12501.0	2533.0	20.34
12651.0	2686.0	21.32
12801.0	2825.0	22.16
12951.0	2967.0	23.0
13101.0	3100.0	23.75
13251.0	3233.0	24.49
13401.0	3310.0	24.79
13551.0	3428.0	25.39
13701.0	3569.0	26.14
13851.0	3714.0	26.91
14001.0	3845.0	27.56
14151.0	3981.0	28.23
14301.0	4114.0	28.87
14451.0	4148.0	28.8
14601.0	4148.0	28.51
14751.0	4148.0	28.22
14901.0	4148.0	27.93
15051.0	4148.0	27.65
15201.0	4148.0	27.38
