125,132,66,24,1536,120,17040,18576,132,72,60,132,72,60,12
125,132,66,24,1536,120,17040,18576,132,72,60,132,72,60,12
125,132,66,24,1536,120,17040,18576,132,72,60,132,72,60,12
209,132,66,24,1536,120,17040,18576,132,72,60,132,72,60,12
209,132,66,24,1536,120,17040,18576,132,72,60,132,72,60,12
209,132,66,24,1536,120,17040,18576,132,72,60,132,72,60,12
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
209,214,92,40,2560,190,26980,29540,214,104,110,214,104,110,20
