catdog,2,0,1,15
catdog,2,0,2,13
catdog,2,0,4,15
catdog,2,0,8,37
catdog,2,0,16,40
catdog,2,0,32,45
catdog,4,0,4,11
catdog,4,0,8,25
catdog,4,0,16,33
catdog,4,0,32,42
catdog,8,0,8,13.13
catdog,8,0,16,26
catdog,8,0,32,37
catdog,12,0,16,22
catdog,12,0,32,35.31
catdog,16,0,16,21.25
catdog,16,0,32,32.41
