textcnn-69,2,0,1,10
textcnn-69,2,0,2,8
textcnn-69,2,0,4,15
textcnn-69,2,0,8,26
textcnn-69,2,0,16,35
textcnn-69,2,0,32,78
textcnn-69,4,0,4,9
textcnn-69,4,0,8,19
textcnn-69,4,0,16,22
textcnn-69,4,0,32,56
textcnn-69,8,0,8,9
textcnn-69,8,0,16,16
textcnn-69,8,0,32,39
textcnn-69,12,0,16,12.56
textcnn-69,12,0,32,28.63
textcnn-69,16,0,16,9.19
textcnn-69,16,0,32,21.81
